audit_id,priority_score,priority_flags,query_id,standardized_query,normalized_query,representative_description,expected_hts_number,acceptable_hts_numbers,expected_chapter,ambiguity,contributing_standardized_rows,max_noise_score,live_status,live_latency_ms,live_top1_hts_number,live_top1_description,live_top10_hts_numbers,live_exact_top1,live_exact_top10,expected_hts_description,expected_hts_path,audit_status,audited_hts_number,audited_description,reviewer_notes
audit-cc-01181,145,multi_label|multi_source|short_query|top1_mismatch|top10_miss,cc-01181,paper cards,paper cards,Paper cards,4821.10.40.00,4821.10.40.00|4911.99.60.00,48,multi_label,2,0,201,402,4817.20.20.00,"Sheets of writing paper, with border gummed or perforated, with or without inserts, prepared for use as combination sheets and envelopes",4817.20.20.00|4802.20.10.00|4802.54.50.00|9504.90.60.00|4707.10.00.00|4802.56.60.00|4802.20.20.00|4802.55.60.00|4802.54.10.00|4802.58.50.00,,,Other,"Paper and paperboard labels of all kinds, whether or not printed: > Printed: > Other",PENDING,,,
audit-cc-00350,145,multi_label|multi_source|short_query|top1_mismatch|top10_miss,cc-00350,cotton yarn,cotton yarn,cotton yarn,5207.10.00.00,5207.10.00.00|5510.30.00.00,52,multi_label,2,0,201,226,5205.46.00.21,Compact (301),5205.46.00.21|5205.47.00.21|5205.48.00.20|5513.12.00.00|5513.49.10.00|5407.43.10.00|5407.53.10.00|5407.73.10.00|5107.10.30.00|5107.20.30.00,,,Containing 85 percent or more by weight of cotton (200),Cotton yarn (other than sewing thread) put up for retail sale: > Containing 85 percent or more by weight of cotton (200),PENDING,,,
audit-cc-01056,145,multi_label|multi_source|short_query|top1_mismatch|top10_miss,cc-01056,metres cotton fabric,metres cotton fabric,metres cotton fabric,5208.52.30.35,5208.52.30.35|5208.52.50.20,52,multi_label,2,0,201,219,5208.49.60.20,Of a width exceeding 127 cm (220),5208.49.60.20|5208.19.60.20|5208.59.60.20|5806.10.10.00|5806.10.24.00|5802.30.00.30|8704.22.11.20|8704.22.11.40|8704.22.11.60|5111.11.20.00,,,Discharge printed (313),"Woven fabrics of cotton, containing 85 percent or more by weight of cotton, weighing not more than 200 g/m²: > Plain weave, weighing more than 100 g/m²: > Of number 42 or lower number > Discharge printed (313)",PENDING,,,
audit-cc-01589,145,multi_label|multi_source|short_query|top1_mismatch|top10_miss,cc-01589,swimwear fabric,swimwear fabric,Swimwear Fabric,6004.10.00.10,6004.10.00.10|6004.10.00.25,60,multi_label,2,0,201,228,6112.39.00.15,Containing 70 percent or more by weight of silk or silk waste (759),6112.39.00.15|6112.49.00.15|6112.19.40.20|6211.49.50.20|6211.39.60.20|6211.39.07.20|6112.19.40.60|6112.19.40.40|6211.49.03.20|6211.39.60.60,,,Open-work figured fabrics (222),"Knitted or crocheted fabrics of a width exceeding 30 cm, containing by weight 5 percent or more of elastomeric yarn or rubber thread, other than those of heading 6001: > Containing by weight 5 percent or more of elastomeric yarn but not containing rubber thread > Open-work figured fabrics (222)",PENDING,,,
audit-cc-01328,145,multi_label|multi_source|short_query|top1_mismatch|top10_miss,cc-01328,printed matter,printed matter,PRINTED MATTER,4911.91.20.20,4911.91.20.20|4911.91.20.40,49,multi_label,2,0,201,526,4911.99.60.00,Printed on paper in whole or in part by a lithographic process,4911.99.60.00|4911.10.00.20|4901.10.00.20|4901.99.00.91|4901.99.00.92|4901.99.00.20|4901.99.00.93|4901.99.00.75|4901.99.00.65|4901.99.00.70,,,Posters,"Other printed matter, including printed pictures and photographs: > Pictures, designs and photographs: > Not over 0.51 mm in thickness > Posters",PENDING,,,
audit-cc-00495,140,multi_label|multi_source|top1_mismatch|top10_miss|slow_search,cc-00495,embroidery thread floss. anchor brand,embroidery thread floss anchor brand,Embroidery thread floss. ANCHOR BRAND,5204.19.00.00,5204.19.00.00|5508.20.00.00,52,multi_label,2,0,201,1642,5208.11.60.00,"Suitable for making typewriter ribbon, containing yarns the average number of which exceeds 85 but not 237, the total thread count (treating multiple (folded) or cabled yarns as single threads) per square centimeter is not less than 94 and not more than 134, and in which the thread count of either the warp or filling does not exceed 60 percent of the total thread count of the warp and filling (220)",5208.11.60.00|5204.11.00.00|5204.20.00.00|5810.10.00.00|5401.20.00.00|5401.10.00.00|5810.92.90.30|5810.91.00.10|5403.49.10.00|5604.10.00.00,,,Other (200),"Cotton sewing thread, whether or not put up for retail sale: > Other (200)",PENDING,,,
audit-cc-01910,140,multi_label|multi_source|top1_mismatch|top10_miss|slow_search,cc-01910,wool lace yarn on cone,wool lace yarn cone,Wool lace yarn on cone,5109.10.40.00,5109.10.40.00|5109.10.90.00,51,multi_label,2,0,201,1589,5107.20.30.00,Of wool fiber with an average fiber diameter of 18.5 microns or less (400),5107.20.30.00|5107.10.30.00|5106.10.00.10|5407.43.10.00|5407.53.10.00|5407.73.10.00|5106.20.00.00|5109.10.80.00|5109.90.80.00|5109.10.20.00,,,Of Angora rabbit hair (400),"Yarn of wool or of fine animal hair, put up for retail sale: > Containing 85 percent or more by weight of wool or of fine animal hair: > Of Angora rabbit hair (400)",PENDING,,,
audit-cc-00939,140,multi_label|many_contributors|top1_mismatch|top10_miss,cc-00939,linen fabric for cross stitch,linen fabric cross stitch,linen fabric for cross stitch,5209.31.60.35,5209.31.60.35|5309.19.00.10|5309.19.00.90,52,multi_label,3,0,201,546,6302.22.10.40,Not napped (666),6302.22.10.40|6302.22.10.20|6302.29.00.10|7302.30.00.00|5810.92.90.50|7302.90.10.00|5806.10.24.00|6005.44.00.20|5208.59.20.15|7218.91.00.15,,,Other (313),"Woven fabrics of cotton, containing 85 percent or more by weight of cotton, weighing more than 200 g/m²: > Plain weave: > Other > Other (313)",PENDING,,,
audit-cc-00190,140,multi_label|multi_source|high_value_chapter_85|top1_mismatch|top10_miss,cc-00190,car hvac control panel plastic,car hvac control panel plastic,Car HVAC Control Panel Plastic,8537.10.30.00,8537.10.30.00|8537.10.91.60,85,multi_label,2,0,201,347,8537.10.91.50,Panel boards and distribution boards,8537.10.91.50|2924.29.43.00|8537.10.91.30|8418.99.40.00|8415.90.40.00|3926.90.94.00|9032.10.00.30|0301.11.00.20|8415.90.80.50|0301.93.02.10,,,"Assembled with outer housing or supports, for the goods of headings 8421, 8422, 8450 or 8516","Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536, for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and numerical control apparatus, other than switching apparatus of heading 8517: > For a voltage not exceeding 1,000 V: > Assembled with outer housing or supports, for the goods of headings 8421, 8422, 8450 or 8516",PENDING,,,
audit-cc-00916,140,multi_label|multi_source|high_value_chapter_42|top1_mismatch|top10_miss,cc-00916,leather knotted natural brown buttons,leather knotted natural buttons,Leather knotted natural brown buttons,4205.00.20.00,4205.00.20.00|9606.10.40.00,42,multi_label,2,0,201,582,9606.30.40.00,Button blanks of casein,9606.30.40.00|9606.29.20.00|9606.22.00.00|4115.20.00.00|4115.10.00.00|4114.20.30.00|9606.29.40.00|9606.21.20.00|9606.21.40.00|9606.10.80.00,,,Shoelaces,Other articles of leather or of composition leather: > Shoelaces,PENDING,,,
audit-cc-01827,140,multi_label|multi_source|high_value_chapter_61|top1_mismatch|top10_miss,cc-01827,women knitted nylon spandex leggings,women knitted nylon spandex leggings,women knitted 73% nylon 27% spandex leggings,6104.63.10.20,6104.63.10.20|6104.63.20.06,61,multi_label,2,0,201,555,6115.30.10.00,Containing 70 percent or more by weight of silk or silk waste,6115.30.10.00|6115.30.90.10|6115.21.00.10|6115.99.14.10|6115.29.40.00|6115.99.40.00|6115.99.19.10|6115.10.60.00|6115.10.15.10|6115.10.15.20,,,Women's (659),"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted: > Of synthetic fibers: > Bib and brace overalls > Women's (659)",PENDING,,,
audit-cc-00640,140,multi_label|multi_source|high_value_chapter_64|top1_mismatch|top10_miss,cc-00640,glerups shoe rubber sole in charcoal european,glerups shoe rubber sole charcoal european,Glerups Shoe Rubber Sole in Charcoal - 43 European,6404.11.75.60,6404.11.75.60|6404.19.90.60,64,multi_label,2,0,201,478,6406.10.45.00,"Of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is rubber or plastics and not suitable to be finished into footwear (1) having foxing or a foxing-like band applied or molded at the sole and overlapping the upper, or (2) designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather",6406.10.45.00|6402.91.05.00|6402.99.04.00|6402.91.40.05|6402.91.40.40|6401.99.80.00|6402.91.40.63|6404.11.41.30|6404.11.51.30|6404.11.61.30,,,For women,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials: > Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like: > With uppers of textile materials other than vegetable fibers and having outer soles with textile materials having the greatest surface area in contact with the ground, but not taken into account under the terms of additional U.S. note 5 to this chapter > For women",PENDING,,,
audit-cc-01853,140,multi_label|multi_source|high_value_chapter_61|top1_mismatch|top10_miss,cc-01853,women's knit denim panel skirt cotton polyester spandex,women knit denim panel skirt cotton polyester spandex,2617- Women's Knit Denim Panel Skirt 71% COTTON 24% POLYESTER 5% SPANDEX,6108.92.00.30,6108.92.00.30|6204.52.20.30,61,multi_label,2,0,201,329,6204.62.15.11,Blue denim (348),6204.62.15.11|6204.62.80.11|6204.12.00.20|6104.22.00.30|6104.29.20.73|6104.29.20.77|6204.22.30.30|6204.62.15.06|6204.62.80.06|6204.62.80.03,,,Women's (650),"Women's or girls' slips, petticoats, briefs, panties, night dresses, pajamas, negligees, bathrobes, dressing gowns and similar articles, knitted or crocheted: > Of man-made fibers > Women's (650)",PENDING,,,
audit-cc-01145,135,high_noise|long_query|high_value_chapter_42|no_results|top10_miss|slow_search,cc-01145,one piece anime woven tote bag luffy manga collage shoulder bag,one piece anime woven tote bag luffy manga collage shoulder bag,One Piece Anime Woven Tote Bag | Luffy Manga Collage Shoulder Bag,4202.22.89.30,4202.22.89.30,42,single_label,1,2,201,2246,,,,,,Of cotton (369),"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > With outer surface of sheeting of plastics or of textile materials: > Other > Of cotton (369)",PENDING,,,
audit-cc-00245,135,high_noise|long_query|high_value_chapter_95|no_results|top10_miss|slow_search,cc-00245,"christmas stocking tags, personalized wooden christmas stocking name tags, rustic farmhouse wooden gift tags, gift basket tags",stocking tags wooden stocking name tags rustic farmhouse wooden tags basket tags,"Christmas Stocking Tags, Personalized Wooden Christmas Stocking Name Tags, Rustic Farmhouse Wooden Gift Tags, Gift Basket Tags",9505.10.15.00,9505.10.15.00,95,single_label,1,2,201,1811,,,,,,Of wood,"Festive, carnival or other entertainment articles, including magic tricks and practical joke articles; parts and accessories thereof: > Articles for Christmas festivities and parts and accessories thereof: > Of wood",PENDING,,,
audit-cc-01406,130,multi_label|multi_source|top1_mismatch|top10_miss,cc-01406,rit liquid fabric dye all purpose,rit liquid fabric dye all purpose,RIT Liquid Fabric Dye - ALL-PURPOSE,5512.11.00.10,5512.11.00.10|6006.32.00.80,55,multi_label,2,0,201,388,3809.93.10.00,Containing 5 percent or more by weight of one or more aromatic or modified aromatic substances,3809.93.10.00|3809.92.10.00|5806.10.24.00|8451.40.00.00|3809.10.00.00|8451.50.00.00|8451.90.90.20|3204.12.20.00|3204.11.10.00|3204.16.20.00,,,Poplin or broadcloth (614),"Woven fabrics of synthetic staple fibers, containing 85 percent or more by weight of synthetic staple fibers: > Unbleached or bleached > Poplin or broadcloth (614)",PENDING,,,
audit-cc-01326,130,multi_label|multi_source|top1_mismatch|top10_miss,cc-01326,printed crepe fabric women kimono dress and trouser set,printed crepe fabric women kimono dress trouser set,printed crepe fabric women kimono dress and trouser set,5513.11.00.60,5513.11.00.60|6204.62.70.00,55,multi_label,2,0,201,1128,6204.61.05.10,Women's (448),6204.61.05.10|6204.61.60.10|6204.69.04.10|6104.69.40.20|6104.19.40.00|6104.19.60.20|5806.10.24.00|5809.00.00.00|5407.20.00.00|5408.10.00.00,,,Printcloth (615),"Woven fabrics of synthetic staple fibers, containing less than 85 percent by weight of such fibers, mixed mainly or solely with cotton, of a weight not exceeding 170 g/m²: > Of polyester staple fibers, plain weave > Printcloth (615)",PENDING,,,
audit-cc-00745,130,multi_label|multi_source|top1_mismatch|top10_miss,cc-00745,handmade olive wood sugar bowl with lid and spoon,olive wood sugar bowl lid spoon,Handmade Olive Wood Sugar Bowl with Lid & Spoon,4419.90.11.00,4419.90.11.00|4420.90.45.00,44,multi_label,2,0,201,1216,6911.10.41.00,"Steins with permanently attached pewter lids, candy boxes, decanters, punch bowls, pretzel dishes, tidbit dishes, tiered servers, bonbon dishes, egg cups, spoons and spoon rests, oil and vinegar sets, tumblers and salt and pepper shaker sets",6911.10.41.00|6912.00.41.00|1701.13.20.00|1701.14.20.00,,,Forks and spoons,"Tableware and kitchenware, of wood: > Other: > Forks and spoons",PENDING,,,
audit-cc-00900,130,multi_label|high_noise|multi_source|long_query|high_value_chapter_95|top1_mismatch|slow_search,cc-00900,"lawn tennis rackets, whether or not strung, and parts and accessories",lawn tennis rackets whether not strung parts accessories,"Lawn-tennis rackets, whether or not strung, and parts and accessories",9506.40.00.00,9506.40.00.00|9506.51.60.00,95,multi_label,2,2,201,1968,9506.51.20.00,"Rackets, strung",9506.51.20.00|9506.51.40.00|9506.51.60.00|9506.99.30.00|9506.59.40.40|9506.61.00.00|9506.59.80.20|9506.59.80.40|9506.40.00.00|9506.70.60.80,,1,"Articles and equipment for table-tennis, and parts and accessories thereof","Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including table-tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and wading pools; parts and accessories thereof: > Articles and equipment for table-tennis, and parts and accessories thereof",PENDING,,,
audit-cc-01260,125,high_noise|long_query|high_value_chapter_85|top1_mismatch|top10_miss|slow_search,cc-01260,plastic funnel for domestic electric coffee grinder baratza encore appliance part,plastic funnel domestic electric coffee grinder baratza encore appliance part,Plastic funnel for domestic electric coffee grinder (Baratza Encore) - appliance part,8509.90.55.00,8509.90.55.00,85,single_label,1,2,201,2390,8516.71.00.20,Automatic drip and pump type,8516.71.00.20|8516.71.00.40|8509.40.00.40|9018.90.60.00|8456.11.70.00|8456.12.70.00|8479.82.00.40|8210.00.00.00|8516.80.40.00|8509.40.00.15,,,Other,"Electromechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 8508; parts thereof: > Parts: > Other",PENDING,,,
